coddoc,edad,estciv,educacion,mora,balance,vivienda,prestamo,dia,duracion,campana,pdias,previo,Adq_Ahorro
CODDOC4435,35,single,secundaria,no,175,si,no,29,219,1,246,1,0
CODDOC4436,31,single,secundaria,no,4888,si,no,5,475,4,166,2,0
CODDOC4438,44,married,terciario,no,4460,no,no,31,168,2,-1,0,0
CODDOC4441,45,married,primaria,no,13117,no,no,11,42,2,-1,0,0
CODDOC4442,38,married,terciario,no,12877,no,no,17,118,3,-1,0,0
CODDOC4443,39,married,primaria,no,1506,si,no,11,299,2,-1,0,0
CODDOC4450,31,single,secundaria,no,360,si,no,26,592,4,-1,0,0
CODDOC4451,53,married,primaria,no,3316,si,no,23,331,6,-1,0,0
CODDOC4454,35,married,secundaria,no,5304,si,no,20,340,1,183,2,0
CODDOC4455,37,single,terciario,no,102,si,no,21,101,2,-1,0,0
CODDOC4456,50,married,secundaria,no,181,si,no,17,599,2,-1,0,0
CODDOC4458,37,single,primaria,no,6969,si,no,20,412,1,-1,0,0
CODDOC4461,40,married,secundaria,no,-396,si,no,26,127,1,-1,0,0
CODDOC4463,55,married,secundaria,no,2678,no,si,18,151,12,-1,0,0
CODDOC4464,33,single,secundaria,no,920,si,no,21,58,1,122,4,0
CODDOC4467,61,married,secundaria,no,967,no,no,20,180,1,-1,0,0
CODDOC4468,43,divorced,secundaria,no,1577,si,no,19,87,1,-1,0,0
CODDOC4471,31,single,terciario,no,1166,si,no,3,207,1,-1,0,0
CODDOC4475,44,married,primaria,no,-237,si,no,10,73,1,-1,0,0
CODDOC4477,42,married,terciario,no,603,si,no,5,298,5,-1,0,0
CODDOC4478,32,single,terciario,no,577,no,no,7,101,2,-1,0,0
CODDOC4479,43,married,terciario,no,0,si,no,17,110,1,-1,0,0
CODDOC4480,39,single,secundaria,no,163,si,no,30,107,2,-1,0,0
CODDOC4482,43,married,secundaria,no,642,no,no,31,644,2,-1,0,0
CODDOC4483,46,married,secundaria,no,466,si,no,29,169,1,-1,0,0
CODDOC4485,38,married,terciario,no,3436,no,no,21,663,4,-1,0,1
CODDOC4488,49,divorced,secundaria,no,32,no,no,5,128,1,-1,0,0
CODDOC4489,31,single,secundaria,no,315,no,no,30,130,1,2,1,0
CODDOC4490,45,married,terciario,no,6945,no,no,5,131,5,356,3,0
CODDOC4492,35,single,secundaria,no,0,si,no,16,169,1,-1,0,0
CODDOC4493,32,single,secundaria,no,309,si,si,16,346,1,234,3,0
CODDOC4494,28,single,terciario,no,0,si,no,4,205,6,-1,0,0
CODDOC4497,30,single,secundaria,no,363,no,no,28,171,3,-1,0,0
CODDOC4498,31,single,terciario,no,38,no,no,20,185,2,-1,0,0
CODDOC4499,31,married,terciario,no,1183,si,no,27,676,6,-1,0,0
CODDOC4501,38,married,secundaria,no,4196,si,no,12,193,2,-1,0,0
CODDOC4503,42,married,secundaria,no,-91,si,si,5,43,1,-1,0,0
CODDOC4509,42,married,desconocido,no,642,si,si,16,509,2,-1,0,0
CODDOC4510,51,married,terciario,no,2506,no,no,30,210,3,-1,0,0
CODDOC4511,36,divorced,secundaria,no,566,si,no,20,129,2,-1,0,0
CODDOC4513,40,married,secundaria,no,1100,si,no,29,660,2,-1,0,0
CODDOC4514,49,married,secundaria,no,322,no,no,14,356,2,-1,0,0
CODDOC4515,38,married,secundaria,no,1205,si,no,20,45,4,153,1,0
CODDOC4518,57,married,terciario,si,-3313,si,si,9,153,1,-1,0,0
CODDOC4519,57,married,secundaria,no,295,no,no,19,151,11,-1,0,0
CODDOC4521,44,single,terciario,no,1136,si,si,3,345,2,249,7,0
